cyear,cp,name,population
1930,22175,Peralta de Calasanz,2036
1930,22176,Peraltilla,432
1930,22177,Perarrúa,603
1930,22178,Pertusa,527
1930,22181,Piracés,265
1930,22182,Plan,1007
1930,22184,Poleñino,538
1930,22186,Pozán de Vero,771
1930,22187,Puebla de Castro (La),686
1930,22188,Puente de Montañana,733
1930,22189,Puértolas,1020
1930,22190,Pueyo de Araguás (El),514
1930,22193,Pueyo de Santa Cruz,468
1930,22195,Quicena,289
1930,22197,Robres,1217
1930,22199,Sabiñánigo,5491
1930,22200,Sahún,630
1930,22201,Salas Altas,975
1930,22202,Salas Bajas,581
1930,22203,Salillas,354
1930,22204,Sallent de Gállego,1312
1930,22205,San Esteban de Litera,1698
1930,22206,Sangarrén,619
1930,22207,San Juan de Plan,301
1930,22208,Santa Cilia,528
1930,22209,Santa Cruz de la Serós,343
1930,22212,Santaliestra y San Quílez,350
1930,22213,Sariñena,3988
1930,22214,Secastilla,786
1930,22215,Seira,611
1930,22217,Sena,1232
1930,22218,Senés de Alcubierre,164
1930,22220,Sesa,811
1930,22221,Sesué,259
1930,22222,Siétamo,1405
1930,22223,Sopeira,721
1930,22225,Tamarite de Litera,4359
1930,22226,Tardienta,2243
1930,22227,Tella-Sin,964
1930,22228,Tierz,279
1930,22229,Tolva,958
1930,22230,Torla-Ordesa,892
1930,22232,Torralba de Aragón,475
1930,22233,Torre la Ribera,426
1930,22234,Torrente de Cinca,1369
1930,22235,Torres de Alcanadre,446
1930,22236,Torres de Barbués,228
1930,22239,Tramaced,132
1930,22242,Valfarta,335
1930,22243,Valle de Bardají,225
1930,22244,Valle de Lierp,203
1930,22245,Velilla de Cinca,1005
1930,22246,Beranuy,585
1930,22247,Viacamp y Litera,745
1930,22248,Vicién,336
1930,22249,Villanova,211
1930,22250,Villanúa,682
1930,22251,Villanueva de Sigena,875
1930,22252,Yebra de Basa,867
1930,22253,Yésero,254
1930,22254,Zaidín,2051
1930,22901,Valle de Hecho,2328
1930,22902,Puente la Reina de Jaca,789
1930,22903,San Miguel del Cinca,1795
1930,22904,Sotonera (La),3559
1930,22905,Lupiñén-Ortilla,1300
1930,22906,Santa María de Dulcis,553
1930,22907,Aínsa-Sobrarbe,3479
1930,22908,Hoz y Costeán,1151
1930,44001,Ababuj,373
1930,44002,Abejuela,597
1930,44003,Aguatón,194
1930,44004,Aguaviva,1863
1930,44005,Aguilar del Alfambra,494
1930,44006,Alacón,1038
1930,44007,Alba,786
1930,44008,Albalate del Arzobispo,4640
1930,44009,Albarracín,1688
1930,44010,Albentosa,1195
1930,44011,Alcaine,968
1930,44012,Alcalá de la Selva,1648
1930,44013,Alcañiz,8961
1930,44014,Alcorisa,3809
1930,44016,Alfambra,1586
1930,44017,Aliaga,1578
1930,44018,Almohaja,218
1930,44019,Alobras,449
1930,44020,Alpeñés,226
1930,44021,Allepuz,893
1930,44022,Alloza,1651
1930,44023,Allueva,254
1930,44024,Anadón,366
1930,44025,Andorra,3195
1930,44026,Arcos de las Salinas,971
1930,44027,Arens de Lledó,660
1930,44028,Argente,724
1930,44029,Ariño,1329
1930,44031,Azaila,672
1930,44032,Bádenas,326
1930,44033,Báguena,1474
1930,44034,Bañón,766
1930,44035,Barrachina,655
1930,44036,Bea,194
1930,44037,Beceite,1761
1930,44038,Belmonte de San José,626
1930,44039,Bello,1435
1930,44040,Berge,677
1930,44041,Bezas,388
1930,44042,Blancas,1059
1930,44043,Blesa,1359
1930,44044,Bordón,579
1930,44045,Bronchales,1039
1930,44046,Bueña,439
1930,44047,Burbáguena,1282
1930,44048,Cabra de Mora,418
1930,44049,Calaceite,2751
1930,44050,Calamocha,7647
1930,44051,Calanda,4052
1930,44052,Calomarde,377
1930,44053,Camañas,516
1930,44054,Camarena de la Sierra,787
1930,44055,Camarillas,677
1930,44056,Caminreal,1691
1930,44059,Cantavieja,1866
1930,44060,Cañada de Benatanduz,490
1930,44061,Cañada de Verich (La),225
1930,44062,Cañada Vellida,201
1930,44063,Cañizar del Olivar,385
1930,44064,Cascante del Río,584
1930,44065,Castejón de Tornos,537
1930,44066,Castel de Cabra,548
1930,44067,Castelnou,492
1930,44068,Castelserás,2087
1930,44070,Castellar (El),471
1930,44071,Castellote,4400
1930,44074,Cedrillas,1034
1930,44075,Celadas,962
1930,44076,Cella,3685
1930,44077,Cerollera (La),341
1930,44080,Codoñera (La),982
1930,44082,Corbalán,510
1930,44084,Cortes de Aragón,537
1930,44085,Cosa,490
1930,44086,Cretas,1704
1930,44087,Crivillén,762
1930,44088,Cuba (La),339
1930,44089,Cubla,377
1930,44090,Cucalón,567
1930,44092,Cuervo (El),502
1930,44093,Cuevas de Almudén,251
1930,44094,Cuevas Labradas,394
1930,44096,Ejulve,1139
1930,44097,Escorihuela,604
1930,44099,Escucha,773
1930,44100,Estercuel,1088
1930,44101,Ferreruela de Huerva,323
1930,44102,Fonfría,214
1930,44103,Formiche Alto,853
1930,44105,Fórnoles,739
1930,44106,Fortanete,1301
1930,44107,Foz-Calanda,713
1930,44108,Fresneda (La),1698
1930,44109,Frías de Albarracín,605
1930,44110,Fuenferrada,374
1930,44111,Fuentes Calientes,278
1930,44112,Fuentes Claras,1318
1930,44113,Fuentes de Rubielos,772
1930,44114,Fuentespalda,825
1930,44115,Galve,386
1930,44116,Gargallo,503
1930,44117,Gea de Albarracín,1151
1930,44118,Ginebrosa (La),912
1930,44119,Griegos,455
1930,44120,Guadalaviar,591
1930,44121,Gúdar,508
1930,44122,Híjar,3807
1930,44123,Hinojosa de Jarque,536
1930,44124,Hoz de la Vieja (La),979
1930,44125,Huesa del Común,1194
1930,44126,Iglesuela del Cid (La),1345
1930,44127,Jabaloyas,783
1930,44128,Jarque de la Val,318
1930,44129,Jatiel,254
1930,44130,Jorcas,377
1930,44131,Josa,454
1930,44132,Lagueruela,363
1930,44133,Lanzuela,249
1930,44135,Libros,1586
1930,44136,Lidón,384
1930,44137,Linares de Mora,1359
1930,44138,Loscos,1467
1930,44141,Lledó,550
1930,44142,Maicas,384
1930,44143,Manzanera,2387
1930,44144,Martín del Río,895
1930,44145,Mas de las Matas,2102
1930,44146,Mata de los Olmos (La),455
1930,44147,Mazaleón,1653
1930,44148,Mezquita de Jarque,355
1930,44149,Mirambel,810
1930,44150,Miravete de la Sierra,341
1930,44151,Molinos,1130
1930,44152,Monforte de Moyuela,677
1930,44153,Monreal del Campo,3253
1930,44154,Monroyo,1080
1930,44155,Montalbán,2150
1930,44156,Monteagudo del Castillo,507
1930,44157,Monterde de Albarracín,566
1930,44158,Mora de Rubielos,2790
1930,44159,Moscardón,459
1930,44160,Mosqueruela,2639
1930,44161,Muniesa,2266
1930,44163,Noguera de Albarracín,550
1930,44164,Nogueras,404
1930,44165,Nogueruelas,810
1930,44167,Obón,1069
1930,44168,Odón,946
1930,44169,Ojos Negros,2815
1930,44171,Olba,1469
1930,44172,Oliete,2258
1930,44173,Olmos (Los),513
1930,44174,Orihuela del Tremedal,1118
1930,44175,Orrios,430
1930,44176,Palomar de Arroyos,607
1930,44177,Pancrudo,1012
1930,44178,Parras de Castellote (Las),860
1930,44179,Peñarroya de Tastavins,1507
1930,44180,Peracense,455
1930,44181,Peralejos,339
1930,44182,Perales del Alfambra,832
1930,44183,Pitarque,860
1930,44184,Plou,433
1930,44185,Pobo (El),512
1930,44187,Portellada (La),765
1930,44189,Pozondón,616
1930,44190,Pozuel del Campo,634
1930,44191,Puebla de Híjar (La),2849
1930,44192,Puebla de Valverde (La),2133
1930,44193,Puertomingalvo,1309
1930,44194,Ráfales,809
1930,44195,Rillo,520
1930,44196,Riodeva,805
1930,44197,Ródenas,470
1930,44198,Royuela,529
1930,44199,Rubiales,265
1930,44200,Rubielos de la Cérida,480
1930,44201,Rubielos de Mora,1873
1930,44203,Salcedillo,164
1930,44204,Saldón,502
1930,44205,Samper de Calanda,2698
1930,44206,San Agustín,1332
1930,44207,San Martín del Río,1072
1930,44208,Santa Cruz de Nogueras,315
1930,44209,Santa Eulalia,2626
1930,44210,Sarrión,2517
1930,44211,Segura de los Baños,768
1930,44212,Seno,354
1930,44213,Singra,469
1930,44215,Terriente,1030
1930,44216,Teruel,16384
1930,44217,Toril y Masegoso,328
1930,44218,Tormón,342
1930,44219,Tornos,852
1930,44220,Torralba de los Sisones,675
1930,44221,Torrecilla de Alcañiz,1075
1930,44222,Torrecilla del Rebollar,897
1930,44223,Torre de Arcas,469
1930,44224,Torre de las Arcas,448
1930,44225,Torre del Compte,855
1930,44226,Torrelacárcel,822
1930,44227,Torre los Negros,470
1930,44228,Torremocha de Jiloca,555
1930,44229,Torres de Albarracín,504
1930,44230,Torrevelilla,735
1930,44231,Torrijas,527
1930,44232,Torrijo del Campo,1586
1930,44234,Tramacastiel,524
1930,44235,Tramacastilla,391
1930,44236,Tronchón,802
1930,44237,Urrea de Gaén,1361
1930,44238,Utrillas,1652
1930,44239,Valacloche,205
1930,44240,Valbona,806
1930,44241,Valdealgorfa,1917
1930,44243,Valdecuenca,445
1930,44244,Valdelinares,645
1930,44245,Valdeltormo,774
1930,44246,Valderrobres,3148
1930,44247,Valjunquera,1213
1930,44249,Vallecillo (El),409
1930,44250,Veguillas de la Sierra,217
1930,44251,Villafranca del Campo,1085
1930,44252,Villahermosa del Campo,287
1930,44256,Villanueva del Rebollar de la Sierra,330
1930,44257,Villar del Cobo,517
1930,44258,Villar del Salz,587
1930,44260,Villarluengo,1487
1930,44261,Villarquemado,1661
1930,44262,Villarroya de los Pinares,772
1930,44263,Villastar,846
1930,44264,Villel,1227
1930,44265,Vinaceite,729
1930,44266,Visiedo,629
1930,44267,Vivel del Río Martín,913
1930,44268,Zoma (La),143
1930,50001,Abanto,810
1930,50002,Acered,676
1930,50003,Agón,340
1930,50004,Aguarón,1885
1930,50005,Aguilón,1163
1930,50006,Ainzón,1960
1930,50007,Aladrén,267
1930,50008,Alagón,5083
1930,50009,Alarba,441
1930,50010,Alberite de San Juan,226
1930,50011,Albeta,245
1930,50012,Alborge,306
1930,50013,Alcalá de Ebro,590
1930,50014,Alcalá de Moncayo,466
1930,50015,Alconchel de Ariza,735
1930,50016,Aldehuela de Liestos,367
1930,50017,Alfajarín,1335
1930,50018,Alfamén,1042
1930,50019,Alforque,374
1930,50020,Alhama de Aragón,2015
1930,50021,Almochuel,130
1930,50022,Almolda (La),1210
1930,50023,Almonacid de la Cuba,670
1930,50024,Almonacid de la Sierra,1735
1930,50025,Almunia de Doña Godina (La),4200
1930,50026,Alpartir,1079
1930,50027,Ambel,995
1930,50028,Anento,388
1930,50029,Aniñón,1651
1930,50030,Añón de Moncayo,1111
1930,50031,Aranda de Moncayo,1451
1930,50032,Arándiga,1186
1930,50033,Ardisa,540
1930,50034,Ariza,2907
1930,50035,Artieda,262
1930,50036,Asín,460
1930,50037,Atea,1104
1930,50038,Ateca,3232
1930,50039,Azuara,2955
1930,50040,Badules,389
1930,50041,Bagüés,203
1930,50042,Balconchán,180
1930,50043,Bárboles,808
1930,50044,Bardallur,779
1930,50045,Belchite,3604
1930,50046,Belmonte de Gracián,1002
1930,50047,Berdejo,329
1930,50048,Berrueco,184
1930,50050,Bijuesca,879
1930,50051,Biota,1869
1930,50052,Bisimbre,213
1930,50053,Boquiñeni,1136
1930,50054,Bordalba,566
1930,50055,Borja,5055
1930,50056,Botorrita,487
1930,50057,Brea de Aragón,1904
1930,50058,Bubierca,600
1930,50059,Bujaraloz,1303
1930,50060,Bulbuente,820
1930,50061,Bureta,636
1930,50062,Burgo de Ebro (El),1096
1930,50063,Buste (El),466
1930,50064,Cabañas de Ebro,795
1930,50065,Cabolafuente,650
1930,50066,Cadrete,691
1930,50067,Calatayud,15733
1930,50068,Calatorao,3460
1930,50069,Calcena,1087
1930,50070,Calmarza,537
1930,50071,Campillo de Aragón,738
1930,50072,Carenas,1120
1930,50073,Cariñena,3070
1930,50074,Caspe,9992
1930,50075,Castejón de Alarba,355
1930,50076,Castejón de las Armas,575
1930,50077,Castejón de Valdejasa,1102
1930,50078,Castiliscar,1026
1930,50079,Cervera de la Cañada,982
1930,50080,Cerveruela,363
1930,50081,Cetina,2517
1930,50082,Cimballa,466
1930,50083,Cinco Olivas,400
1930,50084,Clarés de Ribota,479
1930,50085,Codo,1114
1930,50086,Codos,995
1930,50087,Contamina,243
1930,50088,Cosuenda,1001
1930,50089,Cuarte de Huerva,271
1930,50090,Cubel,671
1930,50091,Cuerlas (Las),439
1930,50092,Chiprana,1192
1930,50093,Chodes,578
1930,50094,Daroca,3857
1930,50095,Ejea de los Caballeros,8666
1930,50096,Embid de Ariza,551
1930,50098,Encinacorba,931
1930,50099,Épila,5799
1930,50100,Erla,1067
1930,50101,Escatrón,2068
1930,50102,Fabara,2192
1930,50104,Farlete,548
1930,50105,Fayón,1476
1930,50106,Fayos (Los),505
1930,50107,Figueruelas,559
1930,50108,Fombuena,247
1930,50109,Frago (El),563
1930,50110,Frasno (El),1426
1930,50111,Fréscano,352
1930,50113,Fuendejalón,1418
1930,50114,Fuendetodos,663
1930,50115,Fuentes de Ebro,2941
1930,50116,Fuentes de Jiloca,1219
1930,50117,Gallocanta,490
1930,50118,Gallur,3862
1930,50119,Gelsa,2172
1930,50120,Godojos,506
1930,50121,Gotor,738
1930,50122,Grisel,509
1930,50123,Grisén,651
1930,50124,Herrera de los Navarros,2224
1930,50125,Ibdes,1769
1930,50126,Illueca,1963
1930,50128,Isuerre,302
1930,50129,Jaraba,705
1930,50130,Jarque,1331
1930,50131,Jaulín,554
1930,50132,Joyosa (La),283
1930,50133,Lagata,623
1930,50134,Langa del Castillo,818
1930,50135,Layana,479
1930,50136,Lécera,2290
1930,50137,Leciñena,2152
1930,50138,Lechón,181
1930,50139,Letux,1221
1930,50140,Litago,584
1930,50141,Lituénigo,359
1930,50142,Lobera de Onsella,507
1930,50143,Longares,1448
1930,50144,Longás,479
1930,50146,Lucena de Jalón,599
1930,50147,Luceni,1902
1930,50148,Luesia,1790
1930,50149,Luesma,290
1930,50150,Lumpiaque,1889
1930,50151,Luna,2611
1930,50152,Maella,3332
1930,50153,Magallón,2217
1930,50154,Mainar,491
1930,50155,Malanquilla,571
1930,50156,Maleján,520
1930,50157,Malón,1241
1930,50159,Maluenda,1927
1930,50160,Mallén,3030
1930,50161,Manchones,740
1930,50162,Mara,826
1930,50163,María de Huerva,761
1930,50164,Mediana de Aragón,1232
1930,50165,Mequinenza,3296
1930,50166,Mesones de Isuela,697
1930,50167,Mezalocha,680
1930,50168,Mianos,165
1930,50169,Miedes de Aragón,1167
1930,50170,Monegrillo,718
1930,50171,Moneva,865
1930,50172,Monreal de Ariza,847
1930,50173,Monterde,889
1930,50174,Montón,539
1930,50175,Morata de Jalón,2280
1930,50176,Morata de Jiloca,1247
1930,50177,Morés,1359
1930,50178,Moros,1446
1930,50179,Moyuela,1370
1930,50180,Mozota,426
1930,50181,Muel,1569
1930,50182,Muela (La),942
1930,50183,Munébrega,1281
1930,50184,Murero,530
1930,50185,Murillo de Gállego,882
1930,50186,Navardún,452
1930,50187,Nigüella,314
1930,50188,Nombrevilla,251
1930,50189,Nonaspe,1882
1930,50190,Novallas,1636
1930,50191,Novillas,1013
1930,50192,Nuévalos,1057
1930,50193,Nuez de Ebro,546
1930,50194,Olvés,539
1930,50195,Orcajo,435
1930,50196,Orera,442
1930,50197,Orés,690
1930,50198,Oseja,310
1930,50199,Osera de Ebro,537
1930,50200,Paniza,1375
1930,50201,Paracuellos de Jiloca,1172
1930,50202,Paracuellos de la Ribera,1015
1930,50203,Pastriz,857
1930,50204,Pedrola,2668
1930,50205,Pedrosas (Las),443
1930,50206,Perdiguera,796
1930,50207,Piedratajada,458
1930,50208,Pina de Ebro,2434
1930,50209,Pinseque,1169
1930,50210,Pintanos (Los),555
1930,50211,Plasencia de Jalón,901
1930,50212,Pleitas,178
1930,50213,Plenas,768
1930,50214,Pomer,484
1930,50215,Pozuel de Ariza,402
1930,50216,Pozuelo de Aragón,641
1930,50217,Pradilla de Ebro,1070
1930,50218,Puebla de Albortón,633
1930,50219,Puebla de Alfindén (La),1262
1930,50220,Puendeluna,307
1930,50221,Purujosa,480
1930,50222,Quinto,2751
1930,50223,Remolinos,1438
1930,50224,Retascón,308
1930,50225,Ricla,2854
1930,50227,Romanos,380
1930,50228,Rueda de Jalón,1038
1930,50229,Ruesca,233
1930,50230,Sádaba,2748
1930,50231,Salillas de Jalón,784
1930,50232,Salvatierra de Esca,1144
1930,50233,Samper del Salz,419
1930,50234,San Martín de la Virgen de Moncayo,392
1930,50235,San Mateo de Gállego,1516
1930,50236,Santa Cruz de Grío,917
1930,50237,Santa Cruz de Moncayo,281
1930,50238,Santa Eulalia de Gállego,851
1930,50239,Santed,334
1930,50240,Sástago,3047
1930,50241,Saviñán,1799
1930,50242,Sediles,338
1930,50243,Sestrica,1315
1930,50244,Sierra de Luna,800
1930,50245,Sigüés,1730
1930,50246,Sisamón,663
1930,50247,Sobradiel,698
1930,50248,Sos del Rey Católico,3710
1930,50249,Tabuenca,1258
1930,50250,Talamantes,489
1930,50251,Tarazona,9802
1930,50252,Tauste,6488
1930,50253,Terrer,1867
1930,50254,Tierga,1082
1930,50255,Tobed,942
1930,50256,Torralba de los Frailes,678
1930,50257,Torralba de Ribota,610
1930,50258,Torralbilla,452
1930,50259,Torrehermosa,411
1930,50260,Torrelapaja,356
1930,50261,Torrellas,982
1930,50262,Torres de Berrellén,1738
1930,50263,Torrijo de la Cañada,1833
1930,50264,Tosos,990
1930,50265,Trasmoz,330
1930,50266,Trasobares,1017
1930,50267,Uncastillo,3832
1930,50268,Undués de Lerda,453
1930,50269,Urrea de Jalón,967
1930,50270,Urriés,1049
1930,50271,Used,1509
1930,50272,Utebo,2286
1930,50273,Valdehorna,212
1930,50274,Val de San Martín,334
1930,50275,Valmadrid,232
1930,50276,Valpalmas,521
1930,50277,Valtorres,421
1930,50278,Velilla de Ebro,990
1930,50279,Velilla de Jiloca,609
1930,50280,Vera de Moncayo,1171
1930,50281,Vierlas,249
1930,50282,Vilueña (La),413
1930,50283,Villadoz,333
1930,50284,Villafeliche,1146
1930,50285,Villafranca de Ebro,699
1930,50286,Villalba de Perejil,263
1930,50287,Villalengua,1206
1930,50288,Villanueva de Gállego,2110
1930,50289,Villanueva de Jiloca,516
1930,50290,Villanueva de Huerva,1270
1930,50291,Villar de los Navarros,1291
1930,50292,Villarreal de Huerva,523
1930,50293,Villarroya de la Sierra,2193
1930,50294,Villarroya del Campo,294
1930,50295,Vistabella,547
1930,50296,Zaida (La),578
1930,50297,Zaragoza,160179
1930,50298,Zuera,3860
1930,50901,Biel,1492
1930,50902,Marracos,227
1930,50903,Villamayor de Gállego,2013
1940,22001,Abiego,1058
1940,22002,Abizanda,402
1940,22003,Adahuesca,513
1940,22004,Agüero,1007
1940,22006,Aísa,552
1940,22007,Albalate de Cinca,1616
1940,22008,Albalatillo,556
1940,22009,Albelda,1410
1940,22011,Albero Alto,271
1940,22012,Albero Bajo,241
1940,22013,Alberuela de Tubo,249
1940,22014,Alcalá de Gurrea,1522
1940,22015,Alcalá del Obispo,1179
1940,22016,Alcampell,2166
1940,22017,Alcolea de Cinca,2016
1940,22018,Alcubierre,1208
1940,22019,Alerre,180
1940,22020,Alfántega,224
1940,22021,Almudévar,3205
1940,22022,Almunia de San Juan,1203
1940,22023,Almuniente,553
1940,22024,Alquézar,904
1940,22025,Altorricón,1214
1940,22027,Angüés,1445
1940,22028,Ansó,1202
1940,22029,Antillón,400
1940,22032,Aragüés del Puerto,503
1940,22035,Arén,1735
1940,22036,Argavieso,306
1940,22037,Arguis,415
1940,22039,Ayerbe,2615
1940,22040,Azanuy-Alins,926
1940,22041,Azara,442
1940,22042,Azlor,483
1940,22043,Baells,583
1940,22044,Bailo,1381
1940,22045,Baldellou,522
1940,22046,Ballobar,2117
1940,22047,Banastás,100
1940,22048,Barbastro,7072
1940,22049,Barbués,268
1940,22050,Barbuñales,354
1940,22051,Bárcabo,703
1940,22052,Belver de Cinca,1974
1940,22053,Benabarre,2441
1940,22054,Benasque,984
1940,22055,Berbegal,1069
1940,22057,Bielsa,1113
1940,22058,Bierge,1414
1940,22059,Biescas,2734
1940,22060,Binaced,2338
1940,22061,Binéfar,3631
1940,22062,Bisaurri,735
1940,22063,Biscarrués,826
1940,22064,Blecua y Torres,700
1940,22066,Boltaña,1763
1940,22067,Bonansa,367
1940,22068,Borau,259
1940,22069,Broto,1467
1940,22072,Caldearenas,1139
1940,22074,Campo,794
1940,22075,Camporrells,691
1940,22076,Canal de Berdún,1687
1940,22077,Candasnos,1092
1940,22078,Canfranc,1090
1940,22079,Capdesaso,450
1940,22080,Capella,910
1940,22081,Casbas de Huesca,1698
1940,22082,Castejón del Puente,395
1940,22083,Castejón de Monegros,1532
1940,22084,Castejón de Sos,708
1940,22085,Castelflorite,270
1940,22086,Castiello de Jaca,437
1940,22087,Castigaleu,312
1940,22088,Castillazuelo,673
1940,22089,Castillonroy,769
1940,22090,Colungo,521
1940,22094,Chalamera,370
1940,22095,Chía,328
1940,22096,Chimillas,231
1940,22099,Esplús,1005
1940,22102,Estada,407
1940,22103,Estadilla,1560
1940,22105,Estopiñán del Castillo,1083
1940,22106,Fago,306
1940,22107,Fanlo,733
1940,22109,Fiscal,2050
1940,22110,Fonz,2077
1940,22111,Foradada del Toscar,690
1940,22112,Fraga,7120
1940,22113,Fueva (La),2606
1940,22114,Gistaín,510
1940,22115,Grado (El),1373
1940,22116,Grañén,1363
1940,22117,Graus,6023
1940,22119,Gurrea de Gállego,1790
1940,22122,Hoz de Jaca,154
1940,22124,Huerto,946
1940,22125,Huesca,17500
1940,22126,Ibieca,325
1940,22127,Igriés,375
1940,22128,Ilche,739
1940,22129,Isábena,1162
1940,22130,Jaca,9582
1940,22131,Jasa,318
1940,22133,Labuerda,447
1940,22135,Laluenga,700
1940,22136,Lalueza,1151
1940,22137,Lanaja,2255
1940,22139,Laperdiguera,309
1940,22141,Lascellas-Ponzano,648
1940,22142,Lascuarre,542
1940,22143,Laspaúles,918
1940,22144,Laspuña,594
1940,22149,Loarre,1329
1940,22150,Loporzano,2211
1940,22151,Loscorrales,562
1940,22155,Monesma y Cajigar,454
1940,22156,Monflorite-Lascasas,445
1940,22157,Montanuy,1296
1940,22158,Monzón,5808
1940,22160,Naval,982
1940,22162,Novales,430
1940,22163,Nueno,952
1940,22164,Olvena,286
1940,22165,Ontiñena,1705
1940,22167,Osso de Cinca,817
1940,22168,Palo,273
1940,22170,Panticosa,887
1940,22172,Peñalba,1361
1940,22173,Peñas de Riglos (Las),2233
1940,22174,Peralta de Alcofea,1829
1940,22175,Peralta de Calasanz,1880
1940,22176,Peraltilla,430
1940,22177,Perarrúa,616
1940,22178,Pertusa,453
1940,22181,Piracés,270
1940,22182,Plan,871
1940,22184,Poleñino,527
1940,22186,Pozán de Vero,747
1940,22187,Puebla de Castro (La),660
1940,22188,Puente de Montañana,669
1940,22189,Puértolas,925
1940,22190,Pueyo de Araguás (El),504
1940,22193,Pueyo de Santa Cruz,473
1940,22195,Quicena,239
1940,22197,Robres,1214
1940,22199,Sabiñánigo,5497
1940,22200,Sahún,525
1940,22201,Salas Altas,907
1940,22202,Salas Bajas,503
1940,22203,Salillas,387
1940,22204,Sallent de Gállego,1189
1940,22205,San Esteban de Litera,1605
1940,22206,Sangarrén,631
1940,22207,San Juan de Plan,294
1940,22208,Santa Cilia,511
1940,22209,Santa Cruz de la Serós,341
1940,22212,Santaliestra y San Quílez,373
1940,22213,Sariñena,4107
1940,22214,Secastilla,735
1940,22215,Seira,508
1940,22217,Sena,1154
1940,22218,Senés de Alcubierre,174
1940,22220,Sesa,770
1940,22221,Sesué,269
1940,22222,Siétamo,1089
1940,22223,Sopeira,623
1940,22225,Tamarite de Litera,4566
1940,22226,Tardienta,1802
1940,22227,Tella-Sin,794
1940,22228,Tierz,295
1940,22229,Tolva,840
1940,22230,Torla-Ordesa,923
1940,22232,Torralba de Aragón,454
1940,22233,Torre la Ribera,476
1940,22234,Torrente de Cinca,1315
1940,22235,Torres de Alcanadre,401
1940,22236,Torres de Barbués,233
1940,22239,Tramaced,144
1940,22242,Valfarta,296
1940,22243,Valle de Bardají,203
1940,22244,Valle de Lierp,208
1940,22245,Velilla de Cinca,927
1940,22246,Beranuy,595
1940,22247,Viacamp y Litera,726
1940,22248,Vicién,245
1940,22249,Villanova,159
1940,22250,Villanúa,585
1940,22251,Villanueva de Sigena,791
1940,22252,Yebra de Basa,741
1940,22253,Yésero,248
1940,22254,Zaidín,1990
1940,22901,Valle de Hecho,2089
1940,22902,Puente la Reina de Jaca,793
1940,22903,San Miguel del Cinca,1683
1940,22904,Sotonera (La),3391
1940,22905,Lupiñén-Ortilla,1276
1940,22906,Santa María de Dulcis,556
1940,22907,Aínsa-Sobrarbe,3331
1940,22908,Hoz y Costeán,1086
1940,22909,Vencillón,149
1940,44001,Ababuj,409
1940,44002,Abejuela,561
1940,44003,Aguatón,139
1940,44004,Aguaviva,1723
1940,44005,Aguilar del Alfambra,442
1940,44006,Alacón,1071
1940,44007,Alba,761
1940,44008,Albalate del Arzobispo,4367
1940,44009,Albarracín,1404
1940,44010,Albentosa,1057
1940,44011,Alcaine,909
1940,44012,Alcalá de la Selva,1528
1940,44013,Alcañiz,8691
1940,44014,Alcorisa,3429
1940,44016,Alfambra,1304
1940,44017,Aliaga,1513
1940,44018,Almohaja,214
1940,44019,Alobras,441
1940,44020,Alpeñés,161
1940,44021,Allepuz,767
1940,44022,Alloza,1773
1940,44023,Allueva,224
1940,44024,Anadón,209
1940,44025,Andorra,3195
1940,44026,Arcos de las Salinas,860
1940,44027,Arens de Lledó,589
1940,44028,Argente,643
1940,44029,Ariño,1288
1940,44031,Azaila,599
1940,44032,Bádenas,245
1940,44033,Báguena,1526
1940,44034,Bañón,742
1940,44035,Barrachina,635
1940,44036,Bea,179
1940,44037,Beceite,1278
1940,44038,Belmonte de San José,524
1940,44039,Bello,1396
1940,44040,Berge,645
1940,44041,Bezas,345
1940,44042,Blancas,1011
1940,44043,Blesa,1081
1940,44044,Bordón,524
1940,44045,Bronchales,1009
1940,44046,Bueña,417
1940,44047,Burbáguena,1331
1940,44048,Cabra de Mora,367
1940,44049,Calaceite,2134
1940,44050,Calamocha,8128
1940,44051,Calanda,3975
1940,44052,Calomarde,352
1940,44053,Camañas,410
1940,44054,Camarena de la Sierra,584
1940,44055,Camarillas,675
1940,44056,Caminreal,1835
1940,44059,Cantavieja,1674
1940,44060,Cañada de Benatanduz,452
1940,44061,Cañada de Verich (La),242
1940,44062,Cañada Vellida,191
1940,44063,Cañizar del Olivar,483
1940,44064,Cascante del Río,553
1940,44065,Castejón de Tornos,510
1940,44066,Castel de Cabra,518
1940,44067,Castelnou,442
1940,44068,Castelserás,1857
1940,44070,Castellar (El),501
1940,44071,Castellote,3700
1940,44074,Cedrillas,1012
1940,44075,Celadas,777
1940,44076,Cella,3834
1940,44077,Cerollera (La),355
1940,44080,Codoñera (La),878
1940,44082,Corbalán,457
1940,44084,Cortes de Aragón,465
1940,44085,Cosa,483
1940,44086,Cretas,1512
1940,44087,Crivillén,795
1940,44088,Cuba (La),336
1940,44089,Cubla,359
1940,44090,Cucalón,545
1940,44092,Cuervo (El),474
1940,44093,Cuevas de Almudén,241
1940,44094,Cuevas Labradas,391
1940,44096,Ejulve,967
1940,44097,Escorihuela,576
1940,44099,Escucha,818
1940,44100,Estercuel,1109
1940,44101,Ferreruela de Huerva,371
1940,44102,Fonfría,191
1940,44103,Formiche Alto,769
1940,44105,Fórnoles,677
1940,44106,Fortanete,1095
1940,44107,Foz-Calanda,722
1940,44108,Fresneda (La),1591
1940,44109,Frías de Albarracín,536
1940,44110,Fuenferrada,323
